Price,Mileage,Make,Cylinder,Liter,Doors,Cruise,Sound,Leather,Litersq
14914.20128,33906,Chevrolet,6,3.5,4,0,1,1,12.25
19164.61063,1480,Chevrolet,6,3.5,4,1,1,1,12.25
18800.9589,7961,Chevrolet,6,3.5,4,0,1,1,12.25
17458.22153,15144,Chevrolet,6,3.5,4,1,1,1,12.25
17158.922,21417,Chevrolet,6,3.5,4,0,1,1,12.25
16472.89765,21675,Chevrolet,6,3.5,4,1,1,1,12.25
16993.78033,23621,Chevrolet,6,3.5,4,0,1,1,12.25
16300.46524,25697,Chevrolet,6,3.5,4,1,1,1,12.25
15623.20027,27476,Chevrolet,6,3.5,4,0,1,1,12.25
15138.40082,32462,Chevrolet,6,3.5,4,0,1,1,12.25
15233.15987,32535,Chevrolet,6,3.5,4,0,1,1,12.25
19471.97485,6608,Chevrolet,6,3.5,4,1,1,1,12.25
18009.84603,15190,Chevrolet,6,3.5,4,0,1,1,12.25
18273.00613,16335,Chevrolet,6,3.5,4,0,1,1,12.25
18311.7563,17441,Chevrolet,6,3.5,4,0,1,1,12.25
17553.75368,18451,Chevrolet,6,3.5,4,0,1,1,12.25
18004.87041,18771,Chevrolet,6,3.5,4,0,1,1,12.25
17663.22495,19490,Chevrolet,6,3.5,4,1,1,1,12.25
17115.12203,24461,Chevrolet,6,3.5,4,0,1,1,12.25
16988.30306,24905,Chevrolet,6,3.5,4,1,1,1,12.25
16803.12275,25874,Chevrolet,6,3.5,4,1,1,1,12.25
19446.88294,932,Chevrolet,6,3.5,4,0,1,1,12.25
17119.45757,18277,Chevrolet,6,3.5,4,1,1,1,12.25
17316.0966,19593,Chevrolet,6,3.5,4,1,1,1,12.25
16860.87078,19883,Chevrolet,6,3.5,4,1,1,1,12.25
17312.90715,21420,Chevrolet,6,3.5,4,1,1,1,12.25
16403.25363,23133,Chevrolet,6,3.5,4,1,1,1,12.25
16536.74388,24218,Chevrolet,6,3.5,4,1,1,1,12.25
16341.8041,25394,Chevrolet,6,3.5,4,0,1,1,12.25
16713.98469,26328,Chevrolet,6,3.5,4,1,1,1,12.25
16295.21144,28239,Chevrolet,6,3.5,4,0,1,1,12.25
18974.92203,5632,Chevrolet,6,3.5,4,0,1,1,12.25
18324.83193,7397,Chevrolet,6,3.5,4,1,1,1,12.25
19581.23141,7645,Chevrolet,6,3.5,4,0,1,1,12.25
18169.37548,14754,Chevrolet,6,3.5,4,0,1,1,12.25
17986.22409,17488,Chevrolet,6,3.5,4,0,1,1,12.25
17173.94232,18721,Chevrolet,6,3.5,4,0,1,1,12.25
16456.97464,20200,Chevrolet,6,3.5,4,0,1,1,12.25
16267.09489,21452,Chevrolet,6,3.5,4,0,1,1,12.25
16860.09433,22841,Chevrolet,6,3.5,4,1,1,1,12.25
16027.28649,22889,Chevrolet,6,3.5,4,0,1,1,12.25
17089.91883,8732,Chevrolet,6,3.5,4,0,1,1,12.25
17463.04608,11393,Chevrolet,6,3.5,4,1,1,1,12.25
17218.68575,14579,Chevrolet,6,3.5,4,1,1,1,12.25
17162.47826,15903,Chevrolet,6,3.5,4,0,1,1,12.25
16507.07027,17451,Chevrolet,6,3.5,4,0,1,1,12.25
16752.5144,18562,Chevrolet,6,3.5,4,1,1,1,12.25
16646.7708,20154,Chevrolet,6,3.5,4,0,1,1,12.25
15623.91976,21272,Chevrolet,6,3.5,4,1,1,1,12.25
15664.6249,25787,Chevrolet,6,3.5,4,1,1,1,12.25
15680.86443,25956,Chevrolet,6,3.5,4,0,1,1,12.25
18910.80429,8345,Chevrolet,6,3.8,2,1,0,1,14.44
19177.41206,10414,Chevrolet,6,3.8,2,1,1,0,14.44
17685.20099,15898,Chevrolet,6,3.8,2,1,0,0,14.44
17515.39759,18602,Chevrolet,6,3.8,2,1,0,0,14.44
16345.94375,25931,Chevrolet,6,3.8,2,1,1,0,14.44
15503.5088,33345,Chevrolet,6,3.8,2,1,0,0,14.44
21745.02944,7065,Chevrolet,6,3.8,2,1,1,0,14.44
20537.14172,16950,Chevrolet,6,3.8,2,1,0,0,14.44
18876.87065,27218,Chevrolet,6,3.8,2,1,1,0,14.44
25452.47385,11892,Pontiac,8,4.6,4,1,0,1,21.16
23449.30633,17273,Pontiac,8,4.6,4,1,0,1,21.16
23578.16486,19148,Pontiac,8,4.6,4,1,0,1,21.16
22525.26972,19521,Pontiac,8,4.6,4,1,1,1,21.16
21982.64771,20472,Pontiac,8,4.6,4,1,1,1,21.16
22231.56315,21929,Pontiac,8,4.6,4,1,1,1,21.16
22189.11597,25651,Pontiac,8,4.6,4,1,0,1,21.16
21765.06658,25794,Pontiac,8,4.6,4,1,0,1,21.16
21403.75642,27168,Pontiac,8,4.6,4,1,0,1,21.16
21200.69021,31197,Pontiac,8,4.6,4,1,1,1,21.16
20318.89097,17583,Pontiac,6,3.8,4,1,1,0,14.44
20127.04418,18419,Pontiac,6,3.8,4,1,1,1,14.44
19751.04143,20510,Pontiac,6,3.8,4,1,0,1,14.44
18856.01869,22423,Pontiac,6,3.8,4,1,1,0,14.44
18566.0707,24747,Pontiac,6,3.8,4,1,1,1,14.44
18063.00491,27574,Pontiac,6,3.8,4,1,0,0,14.44
17768.05951,28385,Pontiac,6,3.8,4,1,1,1,14.44
23197.43679,2295,Pontiac,6,3.8,4,1,1,1,14.44
23102.02237,5653,Pontiac,6,3.8,4,1,0,0,14.44
22460.53,8928,Pontiac,6,3.8,4,1,0,1,14.44
21607.77257,11069,Pontiac,6,3.8,4,1,0,1,14.44
22004.93044,15516,Pontiac,6,3.8,4,1,1,1,14.44
20830.9943,19419,Pontiac,6,3.8,4,1,1,0,14.44
20109.90412,22891,Pontiac,6,3.8,4,1,1,1,14.44
19116.13109,26252,Pontiac,6,3.8,4,1,0,1,14.44
19689.74084,27077,Pontiac,6,3.8,4,1,1,0,14.44
19338.376,27966,Pontiac,6,3.8,4,1,0,1,14.44
21903.32262,4537,Pontiac,6,3.5,4,1,1,0,12.25
19540.24479,22628,Pontiac,6,3.5,4,1,1,0,12.25
19204.80934,26477,Pontiac,6,3.5,4,1,0,1,12.25
18158.08313,28354,Pontiac,6,3.5,4,1,0,0,12.25
18529.34212,30063,Pontiac,6,3.5,4,1,0,1,12.25
21383.06716,7287,Pontiac,6,3.5,4,1,1,1,12.25
20452.66947,10338,Pontiac,6,3.5,4,1,0,0,12.25
20677.59382,11204,Pontiac,6,3.5,4,1,1,0,12.25
19294.7875,19539,Pontiac,6,3.5,4,1,0,0,12.25
18548.97859,20870,Pontiac,6,3.5,4,1,0,0,12.25
18042.22107,21702,Pontiac,6,3.5,4,1,0,0,12.25
18620.87137,25516,Pontiac,6,3.5,4,1,0,1,12.25
17023.93687,30404,Pontiac,6,3.5,4,1,0,0,12.25
16216.98071,35624,Pontiac,6,3.5,4,1,1,0,12.25
15792.83144,41566,Pontiac,6,3.5,4,1,1,1,12.25
15979.01484,3946,Pontiac,4,2.2,4,1,1,1,4.84
16379.853,4188,Pontiac,4,2.2,4,1,1,1,4.84
15846.01271,5350,Pontiac,4,2.2,4,0,1,1,4.84
15604.14582,5788,Pontiac,4,2.2,4,1,1,1,4.84
14841.91705,12420,Pontiac,4,2.2,4,0,1,1,4.84
15077.17584,13262,Pontiac,4,2.2,4,0,1,1,4.84
13961.11164,19602,Pontiac,4,2.2,4,0,1,1,4.84
13034.06853,23976,Pontiac,4,2.2,4,0,1,1,4.84
13162.85205,24542,Pontiac,4,2.2,4,0,1,1,4.84
21230.97799,11229,Pontiac,6,3.8,4,1,1,0,14.44
22100.39317,12314,Pontiac,6,3.8,4,1,1,0,14.44
21300.01945,12772,Pontiac,6,3.8,4,1,1,0,14.44
21281.88049,17417,Pontiac,6,3.8,4,1,1,1,14.44
19646.71748,21132,Pontiac,6,3.8,4,1,1,1,14.44
20173.90633,21211,Pontiac,6,3.8,4,1,0,1,14.44
18701.22262,24992,Pontiac,6,3.8,4,1,0,0,14.44
19423.16502,25557,Pontiac,6,3.8,4,1,0,1,14.44
19956.75841,26028,Pontiac,6,3.8,4,1,1,0,14.44
19448.22633,27721,Pontiac,6,3.8,4,1,0,1,14.44
31024.87211,13678,Pontiac,8,5.7,2,1,1,1,32.49
29595.79429,16193,Pontiac,8,5.7,2,1,0,1,32.49
29664.70269,21418,Pontiac,8,5.7,2,1,0,1,32.49
27425.84391,23886,Pontiac,8,5.7,2,1,0,1,32.49
27370.95811,24960,Pontiac,8,5.7,2,1,1,1,32.49
27548.62961,26126,Pontiac,8,5.7,2,1,1,1,32.49
28502.30611,27199,Pontiac,8,5.7,2,1,1,1,32.49
25527.01303,36480,Pontiac,8,5.7,2,1,1,1,32.49
15568.97424,18206,Pontiac,4,1.8,4,0,0,0,3.24
16927.77976,2973,Pontiac,4,1.8,4,0,0,0,3.24
17418.06873,4463,Pontiac,4,1.8,4,1,0,1,3.24
16379.0987,8754,Pontiac,4,1.8,4,0,1,0,3.24
16706.67407,9150,Pontiac,4,1.8,4,0,0,0,3.24
15821.94972,14304,Pontiac,4,1.8,4,0,0,1,3.24
14398.92269,21688,Pontiac,4,1.8,4,0,0,0,3.24
14909.05099,23323,Pontiac,4,1.8,4,0,1,1,3.24
27666.23108,35157,SAAB,4,2,2,1,0,0,4
30315.16944,23635,SAAB,4,2,2,1,0,0,4
30166.85251,25049,SAAB,4,2,2,1,0,0,4
29142.71439,31655,SAAB,4,2,2,1,1,1,4
32197.34047,3867,SAAB,4,2,4,1,1,0,4
32053.09716,5144,SAAB,4,2,4,1,1,0,4
30274.71058,10800,SAAB,4,2,4,1,1,0,4
30353.58555,11273,SAAB,4,2,4,1,1,0,4
30122.42974,14568,SAAB,4,2,4,1,1,1,4
28291.76226,22328,SAAB,4,2,4,1,1,0,4
27256.49451,26400,SAAB,4,2,4,1,1,0,4
32746.13139,7924,SAAB,4,2.3,4,1,0,1,5.29
31002.73442,15087,SAAB,4,2.3,4,1,1,1,5.29
30075.99473,22052,SAAB,4,2.3,4,1,1,1,5.29
29844.204,23143,SAAB,4,2.3,4,1,1,1,5.29
28432.82421,25247,SAAB,4,2.3,4,1,1,1,5.29
28054.98236,26276,SAAB,4,2.3,4,1,1,1,5.29
28502.96241,28598,SAAB,4,2.3,4,1,1,1,5.29
29961.25494,20015,SAAB,4,2.3,4,1,1,1,5.29
29914.37958,22105,SAAB,4,2.3,4,1,0,1,5.29
30575.24882,22298,SAAB,4,2.3,4,1,1,1,5.29
30271.9223,23426,SAAB,4,2.3,4,1,1,1,5.29
28678.07525,25380,SAAB,4,2.3,4,1,0,1,5.29
